sFayHCmedi,Chromosome,start,end,pFayHCmedi,FayHCmedi,genes
p14c2.4,2,22365000,38305000,0.5817264942311706,0.046048950875583576,"KLHL29, ATAD2B, UBXN2A, MFSD2B, WDCP, FKBP1B, SF3B6, FAM228B, TP53I3, PFN4, FAM228A, ITSN2, NCOA1, PTRHD1, CENPO, ADCY3, DNAJC27, EFR3B, POMC, DNMT3A, DTNB, KIF3C, RAB10, GAREM2, HADHA, HADHB, ADGRF3, SELENOI, DRC1, OTOF, FAM166C, CIB4, KCNK3, SLC35F6, CENPA, DPYSL5, MAPRE3, TMEM214, AGBL5, OST4, EMILIN1, KHK, CGREF1, ABHD1, PREB, PRR30, TCF23, SLC5A6, ATRAID, CAD, SLC30A3, DNAJC5G, TRIM54, UCN, MPV17, GTF3C2, EIF2B4, SNX17, ZNF513, PPM1G, NRBP1, KRTCAP3, IFT172, FNDC4, GCKR, C2orf16, ZNF512, CCDC121, GPN1, SUPT7L, SLC4A1AP, MRPL33, RBKS, BABAM2, FOSL2, PLB1, PPP1CB, SPDYA, TRMT61B, WDR43, TOGARAM2, PCARE, CLIP4, ALK, YPEL5, LBH, LCLAT1, CAPN13, GALNT14, CAPN14, EHD3, XDH, SRD5A2, MEMO1, DPY30, SPAST, SLC30A6, NLRC4, YIPF4, BIRC6, TTC27, LTBP1, RASGRP3, FAM98A, CRIM1, FEZ2, VIT, STRN, HEATR5B, GPATCH11, EIF2AK2, SULT6B1, CEBPZOS, CEBPZ, NDUFAF7, PRKD3, QPCT, CDC42EP3, RMDN2, CYP1B1, ATL2"
p14c2.5,2,38300000,40285000,0.9856083760776864,0.11711656192203664,"HNRNPLL, GALM, SRSF7, GEMIN6, DHX57, MORN2, ARHGEF33, SOS1, CDKL4, MAP4K3, TMEM178A, THUMPD2, SLC8A1"
p14c2.6,2,40280000,62820000,0.008897468038770139,0.025961884529549575,"PKDCC, EML4, COX7A2L, KCNG3, MTA3, OXER1, HAAO, ZFP36L2, THADA, PLEKHH2, C1GALT1C1L, DYNC2LI1, ABCG5, ABCG8, LRPPRC, PPM1B, SLC3A1, PREPL, CAMKMT, SIX3, SIX2, SRBD1, PRKCE, EPAS1, TMEM247, ATP6V1E2, RHOQ, PIGF, CRIPT, SOCS5, MCFD2, TTC7A, STPG4, CALM2, EPCAM, MSH2, KCNK12, MSH6, FBXO11, FOXN2, PPP1R21, STON1, GTF2A1L, LHCGR, FSHR, NRXN1, ASB3, CHAC2, ERLEC1, GPR75, PSME4, ACYP2, TSPYL6, C2orf73, SPTBN1, EML6, RTN4, CLHC1, RPS27A, MTIF2, CCDC88A, CFAP36, PPP4R3B, PNPT1, EFEMP1, CCDC85A, VRK2, FANCL, BCL11A, PAPOLG, REL, PUS10, PEX13, KIAA1841, C2orf74, USP34, XPO1, FAM161A, CCT4, COMMD1, B3GNT2, TMEM17, EHBP1"
p14c2.7,2,62815000,64005000,0.00029613492729119254,-0.07322696246294397,"OTX1, WDPCP, MDH1, UGP2, VPS54"
p14c2.8,2,64000000,81660000,0.8766849869263894,0.04923414767213143,"PELI1, LGALSL, AFTPH, SERTAD2, SLC1A4, CEP68, RAB1A, ACTR2, SPRED2, MEIS1, ETAA1, C1D, WDR92, PNO1, PPP3R1, CNRIP1, PLEK, FBXO48, APLF, PROKR1, ARHGAP25, BMP10, GKN2, GKN1, ANTXR1, GFPT1, NFU1, AAK1, ANXA4, GMCL1, SNRNP27, MXD1, ASPRV1, PCBP1, C2orf42, TIA1, PCYOX1, SNRPG, FAM136A, TGFA, ADD2, FIGLA, CLEC4F, CD207, VAX2, ATP6V1B1, ANKRD53, TEX261, NAGK, MCEE, MPHOSPH10, PAIP2B, ZNF638, DYSF, CYP26B1, EXOC6B, SPR, EMX1, SFXN5, RAB11FIP5, NOTO, SMYD5, PRADC1, CCT7, FBXO41, EGR4, ALMS1, NAT8, TPRKB, DUSP11, C2orf78, STAMBP, ACTG2, DGUOK, TET3, BOLA3, MOB1A, MTHFD2, SLC4A5, DCTN1, C2orf81, WDR54, RTKN, INO80B, WBP1, MOGS, MRPL53, CCDC142, TTC31, LBX2, PCGF1, TLX2, DQX1, AUP1, HTRA2, LOXL3, DOK1, M1AP, SEMA4F, HK2, POLE4, TACR1, EVA1A, MRPL19, GCFC2, LRRTM4, REG3G, REG1B, REG1A, REG3A, CTNNA2, LRRTM1"
p14c2.9,2,81655000,81960000,0.9998442443806155,0.25203403774968236,
p14c2.10,2,81955000,82450000,0.020070537025308737,-0.03748331251272173,
p14c2.11,2,82445000,85135000,0.9995593673668458,0.15108399652613966,"SUCLG1, DNAH6, TRABD2A, TMSB10, KCMF1, TCF7L1"
p14c2.12,2,85130000,153600000,0.5888669654307441,0.041616563851695626,"TGOLN2, RETSAT, ELMOD3, CAPG, MAT2A, GGCX, VAMP8, VAMP5, RNF181, TMEM150A, USP39, C2orf68, SFTPB, GNLY, ATOH8, ST3GAL5, POLR1A, PTCD3, IMMT, MRPL35, REEP1, KDM3A, CHMP3, RNF103-CHMP3, RNF103, RMND5A, CD8A, CD8B, RGPD1, PLGLB1, PLGLB2, RGPD2, KRCC1, SMYD1, FABP1, THNSL2, FOXI3, TEX37, EIF2AK3, RPIA, TEKT4, MAL, MRPS5, ZNF514, ZNF2, PROM2, KCNIP3, FAHD2A, TRIM43, GPAT2, ADRA2B, ASTL, DUSP2, STARD7, TMEM127, CIAO1, SNRNP200, ITPRIPL1, NCAPH, NEURL3, ARID5A, KANSL3, FER1L5, LMAN2L, CNNM4, CNNM3, ANKRD23, ANKRD39, SEMA4C, FAM178B, FAHD2B, ANKRD36B, COX5B, ACTR1B, C2orf92, ZAP70, TMEM131, VWA3B, CNGA3, INPP4A, COA5, UNC50, MGAT4A, CRACDL, TSGA10, C2orf15, LIPT1, MITD1, MRPL30, LYG2, LYG1, TXNDC9, EIF5B, REV1, AFF3, LONRF2, CHST10, NMS, PDCL3, NPAS2, RPL31, TBC1D8, CNOT11, RNF149, CREG2, RFX8, MAP4K4, IL1R2, IL1R1, IL1RL2, IL1RL1, IL18R1, IL18RAP, SLC9A4, SLC9A2, MFSD9, TMEM182, POU3F3, MRPS9, GPR45, TGFBRAP1, C2orf49, FHL2, NCK2, ECRG4, UXS1, RGPD3, CD8B2, ST6GAL2, RGPD4, SLC5A7, SULT1C3, SULT1C2, SULT1C4, GCC2, LIMS1, RANBP2, CCDC138, EDAR, SH3RF3, SEPTIN10, SOWAHC, RGPD5, LIMS3, MALL, NPHP1, LIMS4, RGPD6, BUB1, ACOXL, BCL2L11, ANAPC1, MERTK, TMEM87B, FBLN7, ZC3H8, ZC3H6, RGPD8, TTL, POLR1B, CHCHD5, SLC20A1, NT5DC4, CKAP2L, IL1A, IL1B, IL37, IL36G, IL36A, IL36B, IL36RN, IL1F10, IL1RN, PSD4, PAX8, CBWD2, FOXD4L1, RABL2A, SLC35F5, ACTR3, DPP10, DDX18, CCDC93, INSIG2, EN1, MARCO, C1QL2, STEAP3, C2orf76, DBI, TMEM37, SCTR, CFAP221, TMEM177, PTPN4, EPB41L5, TMEM185B, RALB, INHBB, GLI2, TFCP2L1, NIFK, TSN, CNTNAP5, GYPC, TEX51, BIN1, CYP27C1, ERCC3, MAP3K2, PROC, IWS1, MYO7B, LIMS2, GPR17, WDR33, SFT2D3, POLR2D, AMMECR1L, SAP130, UGGT1, HS6ST1, RAB6C, POTEF, CCDC74B, SMPD4, MZT2B, TUBA3E, CCDC115, IMP4, PTPN18, POTEI, CFC1B, CFC1, POTEJ, GPR148, AMER3, ARHGEF4, FAM168B, PLEKHB2, POTEE, RAB6D, MZT2A, TUBA3D, CCDC74A, ANKRD30BL, GPR39, LYPD1, NCKAP5, MGAT5, TMEM163, ACMSD, CCNT2, MAP3K19, RAB3GAP1, ZRANB3, R3HDM1, UBXN4, LCT, MCM6, DARS1, CXCR4, THSD7B, HNMT, SPOPL, NXPH2, LRP1B, KYNU, ARHGAP15, GTDC1, ZEB2, ACVR2A, ORC4, MBD5, EPC2, KIF5C, LYPD6B, LYPD6, MMADHC, RND3, RBM43, NMI, TNFAIP6, RIF1, NEB, ARL5A, CACNB4, STAM2, FMNL2, PRPF40A, ARL6IP6, RPRM"
p14c2.13,2,153595000,157665000,0.017836635698142592,0.0021698988596769806,"GALNT13, KCNJ3, NR4A2, GPD2, GALNT5, ERMN, CYTIP, ACVR1C"
p14c2.14,2,157660000,159000000,0.9983134532340124,0.1380468561326084,"ACVR1, UPP2, CCDC148, PKP4, DAPL1, TANC1"
p14c2.15,2,158995000,188980000,0.6561172947999608,0.043535366851870795,"WDSUB1, BAZ2B, MARCHF7, CD302, LY75-CD302, LY75, PLA2R1, ITGB6, RBMS1, TANK, PSMD14, TBR1, SLC4A10, DPP4, GCG, FAP, IFIH1, GCA, KCNH7, FIGN, GRB14, COBLL1, SLC38A11, SCN3A, SCN2A, CSRNP3, GALNT3, TTC21B, SCN1A, SCN9A, SCN7A, XIRP2, B3GALT1, STK39, CERS6, NOSTRIN, SPC25, G6PC2, ABCB11, DHRS9, LRP2, BBS5, KLHL41, FASTKD1, PPIG, CCDC173, PHOSPHO2, KLHL23, SSB, METTL5, UBR3, MYO3B, SP5, ERICH2, GAD1, GORASP2, TLK1, METTL8, DCAF17, CYBRD1, DYNC1I2, SLC25A12, HAT1, METAP1D, DLX1, DLX2, ITGA6, PDK1, RAPGEF4, MAP3K20, CDCA7, SP3, OLA1, SP9, CIR1, SCRN3, GPR155, WIPF1, CHRNA1, CHN1, ATF2, ATP5MC3, LNPK, EVX2, HOXD13, HOXD12, HOXD11, HOXD10, HOXD9, HOXD8, HOXD4, HOXD3, HOXD1, MTX2, HNRNPA3, NFE2L2, AGPS, TTC30B, TTC30A, PDE11A, RBM45, OSBPL6, PRKRA, PJVK, FKBP7, PLEKHA3, TTN, CCDC141, SESTD1, ZNF385B, CWC22, UBE2E3, ITGA4, CERKL, NEUROD1, ITPRID2, PPP1R1C, PDE1A, DNAJC10, FRZB, NCKAP1, DUSP19, NUP35, ZNF804A, FSIP2, ZC3H15, ITGAV, FAM171B, ZSWIM2, CALCRL, TFPI, GULP1, COL3A1"
p14c2.16,2,188975000,189700000,0.999952842580414,0.2142311596848301,"COL5A2, WDR75, SLC40A1, ASDURF, ASNSD1, ANKAR"
p14c2.17,2,189695000,193140000,0.6969386432305169,0.06964324180962894,"OSGEPL1, ORMDL1, PMS1, C2orf88, MSTN, HIBCH, INPP1, MFSD6, NEMP2, NAB1, GLS, STAT1, STAT4, MYO1B, NABP1, CAVIN2, TMEFF2"
p14c2.18,2,193135000,193310000,0.9996296186187517,0.30175357235689804,
p14c2.19,2,193305000,194680000,0.026024466676773935,-0.036760375611747054,
p14c2.20,2,194675000,198220000,0.9826739240926007,0.1138574517690018,"SLC39A10, DNAH7, STK17B, HECW2, CCDC150, GTF3C3, C2orf66, PGAP1, ANKRD44, SF3B1, COQ10B, HSPD1, HSPE1, MOB4, RFTN2, MARS2, BOLL, PLCL1"
p14c2.21,2,198215000,198855000,0.0020502379395999724,-0.06406589899004887,
p14c2.22,2,198850000,237145000,0.9656041583289942,0.052968111332518976,"SATB2, FTCDNL1, C2orf69, TYW5, MAIP1, SPATS2L, KCTD18, SGO2, AOX1, BZW1, CLK1, PPIL3, NIF3L1, ORC2, FAM126B, NDUFB3, CFLAR, CASP10, CASP8, FLACC1, TRAK2, STRADB, C2CD6, TMEM237, MPP4, ALS2, CDK15, FZD7, KIAA2012, SUMO1, NOP58, BMPR2, FAM117B, ICA1L, WDR12, CARF, NBEAL1, CYP20A1, ABI2, RAPH1, CD28, CTLA4, ICOS, PARD3B, NRP2, INO80D, NDUFS1, EEF1B2, GPR1, ZDBF2, ADAM23, FAM237A, DYTN, MDH1B, FASTKD2, CPO, KLF7, CREB1, METTL21A, CCNYL1, FZD5, PLEKHM3, CRYGD, CRYGC, CRYGB, CRYGA, C2orf80, IDH1, PIKFYVE, PTH2R, MAP2, UNC80, RPE, KANSL1L, ACADL, MYL1, LANCL1, CPS1, ERBB4, IKZF2, SPAG16, VWC2L, BARD1, ABCA12, ATIC, FN1, MREG, PECR, TMEM169, XRCC5, MARCHF4, SMARCAL1, RPL37A, IGFBP2, IGFBP5, TNP1, TNS1, CXCR2, CXCR1, ARPC2, GPBAR1, AAMP, PNKD, TMBIM1, CATIP, SLC11A1, CTDSP1, VIL1, USP37, CNOT9, PLCD4, ZNF142, BCS1L, RNF25, STK36, TTLL4, CYP27A1, PRKAG3, WNT6, WNT10A, CDK5R2, FEV, CRYBA2, CFAP65, IHH, NHEJ1, SLC23A3, CNPPD1, RETREG2, ZFAND2B, ABCB6, ATG9A, ANKZF1, GLB1L, STK16, TUBA4A, TUBA4B, DNAJB2, PTPRN, RESP18, DNPEP, DES, SPEG, GMPPA, ASIC4, CHPF, TMEM198, OBSL1, INHA, STK11IP, SLC4A3, EPHA4, PAX3, SGPP2, FARSB, MOGAT1, ACSL3, KCNE4, SCG2, AP1S3, WDFY1, MRPL44, SERPINE2, FAM124B, CUL3, DOCK10, NYAP2, IRS1, RHBDD1, COL4A4, COL4A3, MFF, TM4SF20, AGFG1, C2orf83, SLC19A3, CCL20, DAW1, SPHKAP, PID1, DNER, TRIP12, FBXO36, SLC16A14, SP110, SP140, SP140L, SP100, CAB39, ITM2C, GPR55, SPATA3, C2orf72, PSMD1, HTR2B, ARMC9, B3GNT7, NCL, NMUR1, TEX44, PTMA, PDE6D, COPS7B, NPPC, DIS3L2, ALPP, ALPG, ALPI, ECEL1, PRSS56, CHRND, CHRNG, TIGD1, EIF4E2, EFHD1, GIGYF2, KCNJ13, SNORC, NGEF, NEU2, INPP5D, ATG16L1, SAG, DGKD, USP40, UGT1A8, UGT1A10, UGT1A9, UGT1A7, UGT1A6, UGT1A5, UGT1A4, UGT1A3, UGT1A1, HJURP, TRPM8, SPP2, ARL4C, SH3BP4, AGAP1, GBX2, ASB18, IQCA1, ACKR3, COPS8"
p14c2.23,2,237140000,238725000,0.9998388268904995,0.15912847794892204,"COL6A3, MLPH, PRLH, RAB17, LRRFIP1, RBM44, RAMP1, UBE2F, SCLY, ESPNL, KLHL30, ERFE, ILKAP, HES6, PER2, TRAF3IP1, ASB1"
p14c2.24,2,238720000,242985000,0.19321134168228016,0.018733755805854516,"TWIST2, HDAC4, NDUFA10, OR6B2, OR6B3, COPS9, OTOS, GPC1, ANKMY1, DUSP28, CAPN10, GPR35, AQP12B, KIF1A, AGXT, MAB21L4, SNED1, MTERF4, PASK, PPP1R7, ANO7, HDLBP, SEPTIN2, FARP2, STK25, BOK, THAP4, ATG4B, DTYMK, ING5, D2HGDH, GAL3ST2, NEU4, PDCD1, RTP5"
p14c3.0,3,60000,17375000,0.4874608947900509,0.04599844044499877,"CHL1, CNTN6, CNTN4, IL5RA, TRNT1, CRBN, LRRN1, SUMF1, SETMAR, ITPR1, BHLHE40, ARL8B, EDEM1, GRM7, LMCD1, SSUH2, CAV3, OXTR, RAD18, SRGAP3, THUMPD3, SETD5, LHFPL4, MTMR14, CPNE9, BRPF1, OGG1, CAMK1, TADA3, ARPC4, TTLL3, RPUSD3, CIDEC, JAGN1, IL17RE, IL17RC, CRELD1, PRRT3, EMC3, FANCD2, FANCD2OS, BRK1, VHL, IRAK2, TATDN2, GHRL, SEC13, ATP2B2, SLC6A11, SLC6A1, HRH1, ATG7, VGLL4, TAMM41, SYN2, TIMP4, PPARG, TSEN2, MKRN2OS, MKRN2, RAF1, TMEM40, CAND2, RPL32, IQSEC1, NUP210, HDAC11, FBLN2, WNT7A, CHCHD4, TMEM43, XPC, LSM3, SLC6A6, GRIP2, CCDC174, C3orf20, FGD5, NR2C2, MRPS25, RBSN, CAPN7, SH3BP5, METTL6, EAF1, COLQ, HACL1, BTD, ANKRD28, GALNT15, DPH3, OXNAD1, RFTN1, DAZL, PLCL2, TBC1D5"
p14c3.1,3,17370000,17855000,0.9996095075907455,0.21383418768802462,
p14c3.2,3,17850000,36990000,0.21280486563203255,0.029510410515792455,"SATB1, KCNH8, EFHB, RAB5A, PP2D1, KAT2B, SGO1, ZNF385D, UBE2E2, UBE2E1, NKIRAS1, RPL15, NR1D2, THRB, RARB, TOP2B, NGLY1, OXSM, LRRC3B, NEK10, SLC4A7, EOMES, CMC1, AZI2, ZCWPW2, RBMS3, TGFBR2, GADL1, STT3B, OSBPL10, ZNF860, GPD1L, CMTM8, CMTM7, CMTM6, DYNC1LI1, CNOT10, TRIM71, CCR4, GLB1, TMPPE, CRTAP, SUSD5, FBXL2, UBP1, PDCD6IP, ARPP21, STAC, DCLK3, TRANK1, EPM2AIP1"
p14c3.3,3,36985000,41705000,0.9820044807611326,0.08032415959234049,"MLH1, LRRFIP2, GOLGA4, ITGA9, CTDSPL, VILL, PLCD1, DLEC1, ACAA1, MYD88, OXSR1, SLC22A13, SLC22A14, XYLB, ACVR2B, EXOG, SCN5A, SCN10A, SCN11A, WDR48, GORASP1, TTC21A, CSRNP1, XIRP1, CX3CR1, CCR8, SLC25A38, RPSA, MOBP, MYRIP, EIF1B, ENTPD3, RPL14, ZNF619, ZNF620, ZNF621, CTNNB1, ULK4"
p14c3.4,3,41700000,41990000,0.9997395672210091,0.2860079047645749,
p14c3.5,3,41985000,88060000,0.27611110139459605,0.039119258252937085,"TRAK1, CCK, LYZL4, VIPR1, SEC22C, SS18L2, NKTR, ZBTB47, KLHL40, HHATL, CCDC13, HIGD1A, ACKR2, CYP8B1, ZNF662, KRBOX1, GASK1A, POMGNT2, SNRK, ANO10, ABHD5, TOPAZ1, TCAIM, ZNF445, ZKSCAN7, ZNF660, ZNF197, ZNF35, ZNF502, ZNF501, KIAA1143, KIF15, TMEM42, TGM4, ZDHHC3, EXOSC7, CLEC3B, CDCP1, TMEM158, LARS2, LIMD1, SACM1L, SLC6A20, LZTFL1, CCR9, FYCO1, CXCR6, XCR1, CCR1, CCR3, CCR2, CCR5, CCRL2, LTF, RTP3, LRRC2, TDGF1, FAM240A, ALS2CL, TMIE, PRSS50, MYL3, PTH1R, CCDC12, NBEAL2, SETD2, KIF9, KLHL18, PTPN23, SCAP, ELP6, CSPG5, SMARCC1, DHX30, MAP4, CDC25A, CAMP, ZNF589, NME6, SPINK8, FBXW12, PLXNB1, CCDC51, TMA7, ATRIP, TREX1, SHISA5, PFKFB4, UCN2, COL7A1, UQCRC1, TMEM89, SLC26A6, CELSR3, NCKIPSD, IP6K2, PRKAR2A, SLC25A20, ARIH2, P4HTM, WDR6, DALRD3, NDUFAF3, IMPDH2, QRICH1, QARS1, USP19, LAMB2, CCDC71, KLHDC8B, C3orf84, IHO1, C3orf62, USP4, GPX1, RHOA, TCTA, AMT, NICN1, DAG1, BSN, APEH, MST1, RNF123, AMIGO3, GMPPB, IP6K1, CDHR4, INKA1, UBA7, TRAIP, CAMKV, MST1R, MON1A, RBM6, RBM5, SEMA3F, GNAT1, SLC38A3, GNAI2, SEMA3B, LSMEM2, IFRD2, HYAL3, NAA80, HYAL1, HYAL2, TUSC2, RASSF1, ZMYND10, NPRL2, CYB561D2, TMEM115, CACNA2D2, C3orf18, HEMK1, CISH, MAPKAPK3, DOCK3, MANF, RBM15B, DCAF1, RAD54L2, TEX264, GRM2, IQCF6, IQCF3, IQCF2, IQCF5, IQCF1, RRP9, PARP3, GPR62, PCBP4, ABHD14B, ABHD14A, ACY1, RPL29, DUSP7, POC1A, ALAS1, TLR9, TWF2, PPM1M, WDR82, GLYCTK, DNAH1, BAP1, PHF7, SEMA3G, TNNC1, NISCH, STAB1, NT5DC2, SMIM4, PBRM1, GNL3, GLT8D1, SPCS1, NEK4, ITIH1, ITIH3, ITIH4, MUSTN1, STIMATE, SFMBT1, RFT1, PRKCD, TKT, DCP1A, CACNA1D, CHDH, IL17RB, ACTR8, SELENOK, CACNA2D3, LRTM1, WNT5A, ERC2, CCDC66, TASOR, ARHGEF3, SPATA12, IL17RD, HESX1, APPL1, ASB14, DNAH12, PDE12, ARF4, DENND6A, SLMAP, FLNB, DNASE1L3, ABHD6, RPP14, HTD2, PXK, PDHB, KCTD6, ACOX2, FAM107A, FAM3D, CFAP20DC, FHIT, PTPRG, C3orf14, FEZF2, CADPS, SYNPR, SNTN, C3orf49, THOC7, ATXN7, PSMD6, PRICKLE2, ADAMTS9, MAGI1, SLC25A26, LRIG1, KBTBD8, SUCLG2, TAFA1, TAFA4, EOGT, TMF1, UBA3, ARL6IP5, LMOD3, FRMD4B, MITF, FOXP1, EIF4E3, GPR27, PROK2, SHQ1, GXYLT2, PPP4R2, EBLN2, PDZRN3, CNTN3, FRG2C, ZNF717, ROBO2, ROBO1, GBE1, CADM2, VGLL3, CHMP2B, POU1F1, HTR1F, CGGBP1, ZNF654"
p14c3.6,3,88055000,88270000,0.9999955974632443,0.3093522201223675,C3orf38
p14c3.7,3,88265000,89630000,0.3768472707401163,0.02133008969225222,EPHA3
p14c3.8,3,89625000,90025000,0.9999994865862235,0.283689302906282,
p14c3.9,3,90020000,93670000,0.2667415907301654,0.012080605598391459,
p14c3.10,3,93665000,93890000,4.7679630061853323e-14,-0.42698151217811753,PROS1
p14c3.11,3,93885000,96260000,0.4784274647485964,0.02745818588633524,"ARL13B, STX19, DHFR2, NSUN3"
p14c3.12,3,96255000,97315000,0.9999555050177189,0.21426363111331925,EPHA6
p14c3.13,3,97310000,154185000,0.6300989865262627,0.043624076033314856,"ARL6, CRYBG3, RIOX2, GABRR3, OR5AC2, OR5H1, OR5H14, OR5H15, OR5H6, OR5H2, OR5K4, OR5K3, OR5K1, OR5K2, CLDND1, GPR15, CPOX, ST3GAL6, DCBLD2, COL8A1, CMSS1, FILIP1L, TBC1D23, NIT2, TOMM70, LNP1, TMEM45A, ADGRG7, TFG, ABI3BP, IMPG2, SENP7, TRMT10C, PCNP, ZBTB11, RPL24, CEP97, NXPE3, NFKBIZ, ZPLD1, ALCAM, CBLB, CCDC54, BBX, CD47, IFT57, HHLA2, MYH15, CIP2A, DZIP3, RETNLB, TRAT1, GUCA1C, MORC1, C3orf85, DPPA2, DPPA4, NECTIN3, CD96, ZBED2, PLCXD2, PHLDB2, ABHD10, TAGLN3, TMPRSS7, C3orf52, GCSAM, SLC9C1, CD200, BTLA, ATG3, SLC35A5, CCDC80, CD200R1L, CD200R1, GTPBP8, NEPRO, BOC, CFAP44, SPICE1, SIDT1, USF3, NAA50, ATP6V1A, GRAMD1C, ZDHHC23, CCDC191, QTRT2, DRD3, ZNF80, TIGIT, ZBTB20, GAP43, LSAMP, IGSF11, TEX55, UPK1B, B4GALT4, ARHGAP31, TMEM39A, POGLUT1, TIMMDC1, CD80, ADPRH, PLA1A, POPDC2, COX17, CFAP91, NR1I2, GSK3B, GPR156, LRRC58, FSTL1, NDUFB4, HGD, RABL3, GTF2E1, STXBP5L, POLQ, ARGFX, FBXO40, HCLS1, GOLGB1, IQCB1, EAF2, SLC15A2, ILDR1, CD86, CASR, CSTA, MIX23, FAM162A, WDR5B, KPNA1, PARP9, DTX3L, PARP15, PARP14, HSPBAP1, SLC49A4, SEMA5B, PDIA5, SEC22A, ADCY5, HACD2, MYLK, CCDC14, ROPN1, KALRN, UMPS, ITGB5, MUC13, HEG1, SLC12A8, ZNF148, SNX4, OSBPL11, ROPN1B, SLC41A3, ALDH1L1, KLF15, CFAP100, ZXDC, UROC1, CHST13, C3orf22, TXNRD3, CHCHD6, PLXNA1, TPRA1, MCM2, PODXL2, ABTB1, MGLL, KBTBD12, SEC61A1, RUVBL1, EEFSEC, DNAJB8, GATA2, RPN1, RAB7A, ACAD9, CFAP92, EFCC1, GP9, RAB43, ISY1-RAB43, ISY1, CNBP, COPG1, HMCES, H1-10, EFCAB12, MBD4, IFT122, RHO, H1-8, PLXND1, TMCC1, TRH, COL6A6, PIK3R4, ATP2C1, ASTE1, NEK11, NUDT16, MRPL3, CPNE4, ACP3, DNAJC13, ACAD11, ACKR4, UBA5, NPHP3, TMEM108, BFSP2, CDV3, TOPBP1, TF, SRPRB, RAB6B, SLCO2A1, RYK, AMOTL2, ANAPC13, CEP63, EPHB1, KY, PPP2R3A, MSL2, PCCB, STAG1, SLC35G2, NCK1, IL20RB, SOX14, CLDN18, DZIP1L, A4GNT, DBR1, ARMC8, NME9, MRAS, ESYT3, CEP70, FAIM, PIK3CB, FOXL2, FOXL2NB, PRR23A, PRR23B, PRR23C, MRPS22, COPB2, RBP2, RBP1, NMNAT3, CLSTN2, TRIM42, SLC25A36, SPSB4, PXYLP1, ZBTB38, RASA2, RNF7, GRK7, ATP1B3, TFDP2, GK5, XRN1, ATR, PLS1, TRPC1, PCOLCE2, PAQR9, U2SURP, CHST2, SLC9A9, DIPK2A, PLOD2, PLSCR4, PLSCR2, PLSCR1, PLSCR5, ZIC4, ZIC1, AGTR1, CPB1, CPA3, GYG1, HLTF, HPS3, CP, TM4SF18, TM4SF1, TM4SF4, WWTR1, COMMD2, ANKUB1, RNF13, PFN2, TSC22D2, SERP1, EIF2A, SELENOT, ERICH6, SIAH2, CLRN1, MED12L, GPR171, P2RY14, GPR87, P2RY13, P2RY12, IGSF10, AADACL2, AADAC, SUCNR1, MBNL1, P2RY1, RAP2B, ARHGEF26"
p14c3.14,3,154180000,154795000,0.9996227207812612,0.20077594631259094,"DHX36, GPR149"
p14c3.15,3,154790000,159300000,0.1752106021258349,0.03281226886301676,"MME, STRIT1, PLCH1, C3orf33, SLC33A1, GMPS, KCNAB1, SSR3, TIPARP, LEKR1, CCNL1, VEPH1, PTX3, SHOX2, RSRC1, MLF1, GFM1, LXN, RARRES1, MFSD1, IQCJ, IQCJ-SCHIP1, SCHIP1"
p14c3.16,3,159295000,159395000,0.9999988541774978,0.4262124154189791,
p14c3.17,3,159390000,164585000,0.025968237463402422,0.012063110531355283,"IL12A, C3orf80, IFT80, SMC4, TRIM59, KPNA4, ARL14, PPM1L, B3GALNT1, NMD3, SPTSSB, OTOL1"
p14c3.18,3,164580000,164720000,0.9989957298954203,0.2904788644682386,
